Handle,LevDistance,IntersectionalityScore,DDNADistance,APUScore,SADScore,GrantOwner,IPsShared
raeesmeer7,4,3,0.35,0.29,1,0,0
feilipu1,2,3,0.17,0,1,0,0.75
aaa85426aaa,5,3,0,0.1,1,0,0
mpjnquxav,5,0,0,0,1,0,0
obangg,2,0,0,0,1,0,0
taynaster,1,4,0,0.2,1,0,1
tiand12,2,1,0,0,1,0,1
lucky1980920,4,4,0.45,0,1,0,0.5
qofather,2,2,0,0.08,1,0,0
singore,2,1,0.4,0,1,0,1
gdfafa,2,3,0.09,0.16,1,0,1
pafiyaba,3,2,0,0.11,1,0,0
appsin33,3,1,0,0,1,0,0
zzzzz220a,3,3,0,0,1,0,1
hchs200771,5,2,0,0,0,0,0
vlwyzyhkg,5,1,0,0,1,0,0
shadowww1,2,3,0,0,1,0,0.5
memeco123,3,3,0,0,1,0,1
taneshahau,1,4,0,0.2,1,0,1
84github,1,2,0.25,0,1,0,1
njxdzvtfl,5,0,0,0,1,0,0
winsonsd1123,5,2,0.14,0.1,0,0,0.33
ferek12,2,0,0,0.05,1,0,0
zugap,2,3,0,0.03,1,0,0
onqxent,3,1,0,0,1,0,0
miahdouble07,5,0,0,0,0,0,0
aa2420,2,3,0.1,0,1,0,0
chun-kai,2,3,0,0.13,0,0,0
martinetlee,3,3,0.17,0,0,0,0.23
hjx023,2,3,0.22,0.11,0,0,0.44
davidheisenberg,3,0,0.31,0,1,0,0.33
dimar0f,3,1,0,0,1,0,0
seisankanrilife,6,2,0,0.08,1,0,0
andreassartor,1,4,0,0.18,1,0,1
mia9537775,5,1,0,0,1,0,1
dodosupakit,5,1,0,0,1,0,1
kellytro,1,2,0.22,0.08,1,0,0
improp,2,3,0.12,0.11,1,0,1
fswecnvv,4,1,0,0,1,0,0
qknrloicxh,5,0,0,0,1,0,1
nicemen8888,2,1,0,0.08,1,0,1
aaaa6525,3,3,0,0,1,0,1
birdmonn,2,2,0.05,0,0,0,0
gr22arb,3,1,0,0,1,0,0
kqdsemnaoa,4,1,0,0,1,0,0
ajondls,2,4,0.22,0.23,1,0,0
serumstreeda,5,3,0.12,0,1,0,0
tsubasalayer3,5,2,0.18,0.28,1,0,0
wakiyamap,3,4,0.67,0.1,0,0,0
hukataka,2,0,0,0.05,1,0,0
lyttle2012,4,2,0.23,0.13,0,0,0.17
stephanie6897473,5,1,0,0,1,0,0.83
debbraschmi,1,4,0,0.2,1,0,1
es4321,2,2,0.19,0.06,1,0,0
guardianz12,3,1,0,0,1,0,1
lamtuan264,3,3,0.14,0.08,0,0,0
ostxsmzc,4,0,0,0,1,0,0
oblivioustozero,8,4,0.13,0.1,0,0,0.29
yunjian92,3,3,0.25,0.26,0,0,0.53
lensdo,2,1,0,0,1,0,0
mohammedhuddlee,1,4,0,0.2,1,0,1
allan89112,4,1,0,0,1,0,0
gvoiceid,3,4,0,0.31,0,0,0.54
paihucss,3,3,0,0,1,0,1
markk1219,3,1,0.07,0,1,0,0
claracu,2,2,0,0.11,1,0,0
mxm134205,4,2,0,0,0,0,0.25
yoyoyeung,3,3,0.15,0.08,1,0,1
speedxcc,3,1,0,0,0,0,0.33
sharylratner,1,4,0,0.2,1,0,1
lequyen1211,3,2,0.12,0.15,1,1,0
nwspuhe,3,0,0,0,1,0,0
haydenfand,1,4,0,0.2,1,0,1
wed43,2,0,0,0,1,0,0
xynoone321,3,3,0.11,0.11,1,0,0.8
aprince1988,3,4,0.05,0.08,1,0,1
baileykn,2,1,0,0,1,0,1
mousecoo,2,3,0,0.07,1,0,1
basneter,2,NA,0,0,1,0,1
jeff3122,2,2,0,0.1,1,0,0
huihui66886,4,3,0,0,1,0,1
mike5551,2,3,0,0.21,1,0,0.88
rainykisa,4,0,0,0.05,1,0,0
maybellegea,1,4,0,0.2,1,0,1
pqmivf,2,0,0,0,1,0,0
dollar500000,4,2,0,0.07,1,0,1
yenden8888,2,1,0,0.08,1,0,1
kaxkes,2,1,0,0,1,0,0
pingye862,3,4,0,0.1,0,0,0.48
almannew,2,2,0,0,1,0,1
yude-n,2,1,0.2,0.08,0,0,0
kik007,1,0,0,0.1,0,0,0
naiteeranai,4,2,0.17,0,0,0,0
haijiaov5,4,3,0.12,0,0,0,0.62
amnzt,2,3,0.17,0.15,1,0,0.33
ruzhyo04,4,4,0.65,0.1,0,0,0
mihjin,2,0,0,0,1,0,0
fzdpjbir,4,0,0,0,1,0,1
memolarus,3,4,0.09,0.1,0,0,0
afganstay15,5,0,0,0.05,1,0,0
danya2904,3,0,0,0,0,0,0
dfsyfpfvdl,5,1,0,0,1,0,0
numse123,3,1,0.11,0,1,0,0
weishuang0928,4,NA,0,0,1,0,0
vrcryp,2,2,0.25,0.08,1,0,0
minhhieuufm2000,7,2,0,0.11,1,0,0
jerrydodgerfan,5,0,0.14,0.05,1,0,0
eisjaa,2,3,0.11,0.18,1,0,1
sashab4cylukin,6,1,0,0,1,0,0
allanmaqi,2,2,0,0.1,1,0,0
kpeternal,2,3,0,0.1,1,0,1
wsgtpua,2,0,0,0,1,0,1
wodzu11,3,2,0,0.06,1,0,0
thedabrinto,1,4,0,0.08,1,0,1
hongngoc1990,5,NA,0.14,0.08,0,0,0.13
mxz-scott,3,4,0.17,0.11,0,0,0.14
82215522,3,1,0,0.08,1,0,1
air0202,1,3,0.14,0,1,0,1
biyuqi,2,4,0.24,0.15,0,0,0.45
lynnettejantze,1,4,0,0.2,1,0,0
christi06,1,2,0,0.1,1,0,0.67
zgsjkuvggk,5,1,0,0,1,0,0
mipinales,3,4,0,0.2,1,0,0.2
blakeverhey,4,4,0,0.21,1,0,0.33
wsyglsr,3,4,0.56,0.08,1,0,0.86
newmysellergood,7,3,0,0,1,0,1
creation456,3,2,0,0.07,1,0,1
ruslan12341234,5,3,0.06,0.18,1,0,0
rrjwkbbkp,5,1,0,0,1,0,0
deschambeault,4,4,0,0.2,1,0,0.33
adi9158,3,3,0,0.21,1,0,0.25
wuavc,2,4,0.24,0,1,0,1
lxbtc,1,2,0,0.1,0,0,0.83
fommail,2,3,0.38,0,0,0,1
mnyadfnad,4,1,0,0,1,0,0
0xnorthern,3,4,0,0,1,0,1
yungchow,2,3,0.12,0.11,0,0,0.2
chittellachaitanya98,10,0,0,0.1,0,0,0.67
jeffffffrey,3,4,0,0,1,0,0.8
wesaasq,3,3,0.09,0.16,1,0,1
pqnigdxqej,5,1,0,0,1,0,0
ducminh1801,3,3,0.22,0.05,0,0,0.12
58188,2,2,0,0,1,0,1
xyx202,1,NA,0.17,0.28,1,0,0.8
woaininiaiwo88,6,1,0,0.08,1,0,1
nanyin1,2,3,0,0.11,0,0,0.23
hitl3rkill3r,6,3,0.08,0.21,0,1,0.01
ezabziu,3,1,0,0,1,0,0
jilei525,2,3,0.1,0,0,0,0.23
homerwetter,3,4,0,0.2,1,0,0.17
terry0303,3,1,0,0.1,0,0,0
phuchh,2,2,0.21,0.15,0,0,0
virender03557,4,1,0,0.13,1,0,0
demonsixliu,4,2,0,0.1,1,0,0
shengcong158,3,2,0.12,0,1,0,1
index78,2,4,0,0.2,1,0,1
kingo3k,2,4,0.12,0.13,1,0,0
montalbanorick,6,4,0,0.23,1,0,0.33
uysvqan,3,0,0,0,1,0,1
rummzink,3,0,0.38,0.23,0,0,0
randlmac,3,3,0.4,0.08,0,0,0
jakebmabey,3,0,0.2,0,0,0,0
709061464,4,2,0.1,0.03,1,0,0.8
houzijiu1,4,2,0.2,0.1,1,0,0.5
shenitaobeirne,6,4,0,0.23,1,0,0.17
plus1856,3,3,0,0,1,0,0.92
audreaharland,5,4,0,0.1,1,0,0.17
dyongyi,2,4,0.21,0,1,0,0.65
bitcoin00001163,4,0,0.22,0,1,0,0.67
momsort,2,2,0,0,1,0,1
forrestsun43,4,2,0.2,0,1,0,0
ftm33ftm,3,4,0,0.08,1,0,0.67
shuarturo,3,4,0,0.23,1,0,0.17
kennethhmccoy1,4,1,0.07,0.13,1,0,0
ethereum0001,1,0,0.25,0,1,0,1
shivoo8888,3,1,0,0.08,1,0,1
apichaithebank,7,2,0.06,0.16,1,0,0
zhangjie19908,3,4,0,0.16,1,0,1
weidedao,3,4,0,0.1,1,0,1
rich-dad-1987,5,0,0.48,0.07,1,0,1
f200662305,5,0,0.11,0,0,0,1
meinsdn,3,3,0,0.16,1,0,1
vish843437,4,2,0.2,0.18,0,0,0
jeet23mandal,5,1,0.11,0.08,0,0,0
hosseinom,2,4,0.19,0.08,1,0,0.44
luckybb68,2,2,0,0,1,0,1
polobht,1,2,0,0,1,0,1
touristskiff,4,2,0,0,1,0,1
taotao66666,4,1,0,0,1,0,1
suthum007,3,3,0,0.04,0,0,0
clarkwoof,3,2,0,0.11,1,0,0
nano-2233,3,3,0.22,0.08,1,0,0
manpoldaram,4,4,0.33,0.1,1,0,0.15
wsocieaf,3,0,0,0,1,0,0
mariusz941,3,2,0.22,0.1,1,0,0.33
aksharmasharma,4,2,0.08,0.11,1,0,0
gopherbud,3,0,0.25,0.07,1,0,0.5
nuttiwut-simsiri,9,2,0,0.13,0,0,0
mobb1988,2,3,0.36,0,1,0,1
msidnned,3,1,0,0.08,1,0,1
shihaibo14,3,3,0.24,0.29,0,0,0.88
jderaneco,3,3,0.64,0.11,1,0,0
cynthemm09,4,3,0.1,0.29,0,0,0
kusane,2,1,0.24,0.15,0,0,0
88bitcoin,2,4,0.36,0.28,0,0,0
milllaaa,3,4,0.2,0.11,1,0,0.7
pschork,2,2,0.2,0,0,0,0
pm8186,3,1,0.09,0.15,1,0,0
hashboy12,3,2,0.14,0,0,0,0.76
wcyuqvrx,3,0,0,0,1,0,0
puyy1111,3,4,0.3,0.11,0,0,0.67
bridgitbrowser,6,2,0.5,0,0,0,0
myoubi999,3,2,0,0.16,1,0,0
raphhhhh,2,4,0.33,0,0,0,0.2
seeman1and4,4,1,0.09,0.08,1,0,0
7888473,3,2,0.22,0.11,1,0,1
secruitysky,5,2,0,0,1,0,1
zhanghailin19890302,7,3,0.24,0.16,1,0,0.86
zzztthzzz,3,2,0.08,0.23,0,0,0.12
artstylepush,4,2,0.19,0,0,0,0
loganzc,2,4,0,0,1,0,0.55
0xdragontw,3,2,0,0,1,0,0
wanidatfex,4,1,0.1,0,1,0,0.4
hedoudou45,2,2,0.18,0,1,0,0
bingkafei88,5,1,0,0.08,1,0,1
kinshal2025,3,3,0.25,0.1,1,0,1
wyzwang168,3,4,0.25,0.1,0,0,0.77
gvozdb,3,0,0,0,0,0,0
00225,1,0,0.1,0,1,0,0.5
cryptopeak,2,4,0,0.05,1,0,0
jjnnzz,1,1,0,0.2,1,0,0.18
tml6688,2,4,0,0,0,0,0.54
user182007,3,1,0.17,0.1,1,0,1
hategards,3,4,0.32,0.1,0,0,0.04
augustye,1,1,0.4,0.03,0,0,0
moeye,1,2,0.14,0,0,0,0
oxterlens,3,4,0.17,0.18,1,0,0.5
discriminationgeneration,11,1,0,0.16,1,0,0
retrowuyt,3,0,0,0.08,1,0,1
gotoweb3,2,4,0.17,0.03,0,0,0.5
buidinhtu,3,0,0,0.11,1,0,0
jayhu520,3,4,0.26,0.11,0,0,0.62
sadbarnes,2,1,0.14,0,1,0,0
takaneno3,3,4,0.17,0.1,1,0,0
chaosscut,3,2,0.29,0,0,0,0.5
dawanglaile1,2,2,0.1,0.13,1,0,1
harrisnavalxtn,6,2,0,0.23,1,0,0.33
dahouzi8888,3,1,0,0.08,1,0,1
nsmsdgmzydswmg,7,2,0,0,1,0,1
tea343212,1,2,0.12,0.08,1,0,1
anushatenna,4,3,0.22,0.1,1,0,0
alesdarey646,5,0,0.2,0.28,1,0,0.12
fzio9981,3,4,0,0.16,1,0,0
jackyzhu521,3,5,0.32,0.25,1,0,0.2
frannkowstr,4,0,0,0.08,1,0,1
chainoost,2,2,0.23,0.2,1,0,0
shobadevi,3,3,0,0.23,1,0,0
cameronwaters-eth,6,3,0,0.11,1,0,0
lintonprio,1,4,0,0.18,1,0,0
x233288,1,2,0.14,0.1,1,0,1
cheekyck99,2,0,0,0,1,0,0
fodenmi,1,4,0,0.16,1,0,0
robatroo,2,4,0,0.18,1,0,0
maxiaoyuan5,1,2,0,0,1,0,0.5
nild3,2,1,0,0.08,1,0,1
stevezsg,2,2,0,0.13,1,0,0
gaomingming123,5,3,0,0.23,1,0,0.86
asteve91,2,2,0.29,0.18,0,0,0
raibelpa,3,4,0,0.18,1,0,0
tengnln,3,3,0,0,1,0,1
mayur12312,2,1,0,0.07,1,0,0
may2575,2,3,0,0,0,0,0.33
asap14,2,4,0.19,0.1,1,0,0
cryptoze2018,3,3,0.15,0.11,0,0,0
agyscon,2,0,0.4,0,0,0,0
0xdudu,2,2,0.33,0.16,1,0,0
mikeriboro,3,4,0,0.18,0.92,0,0
mmackz,1,4,0.17,0.28,0,0,0
tromwits,2,0,0,0.08,1,0,1
cccggg123,3,4,0.24,0.08,0,0,0.29
urbangarifuna,4,2,0.2,0.18,1,0,0
520ii,3,2,0.17,0,1,0,1
ldend,2,0,0,0,1,0,0
bitsmart4,3,1,0.08,0,0,0,0.95
dorettaaaa,3,3,0.22,0.1,1,0,1
spacefront75,5,3,0.25,0,0,0,0.4
basanta21,1,3,0,0.25,1,0,0
khanhuy775,4,4,0,0.03,0,0,0
20220916,3,0,0.07,0,1,0,0
xiaoqiandeng,3,4,0,0,1,0,0.54
luckypull,3,2,0.11,0,1,0,1
lixinya1997,4,4,0,0.08,0,0,0.94
spokenosg,4,2,0.36,0.11,0,0,0.25
cheekyck,2,2,0,0,0,0,0
lixinya0704,4,4,0,0,1,0,1
carrollvalle,4,4,0,0.18,1,0,0
mikekentz,2,1,0.2,0,1,0,0
myhome19750525,7,3,0.25,0,0,0,1
camsoulsby,4,3,0.17,0.11,0,0,0
thomassjohnson807,8,1,0.07,0.15,1,0,0
koelpinwillis,5,4,0,0.18,0.92,0,0
tuanla02-03,3,3,0.28,0,0,0,0
cxl560680,4,1,0,0.03,1,0,1
xiaoxu11111,3,4,0.12,0.15,1,0,0.65
tom-a-lynch,4,2,0.52,0.18,0,0,0.21
arasharg,2,4,0.03,0.08,0,0,0.33
shingo0620,3,1,0.22,0.13,0,0,0
zonzpoo,3,1,0.27,0.15,0,0,0.5
flowscience,3,1,0.6,0.08,0,1,0.14
shobhan1971,4,3,0.19,0.34,0,0,0.61
sharpela,2,4,0,0.18,1,0,0
duoking001,2,4,0.07,0.15,0,0,0.5
newaxelrod,4,2,0.19,0.11,1,0,0
ho000easy,4,4,0.22,0,0,0,0.3
zengt988,2,3,0.25,0,0,0,0.5
zuxiao,2,2,0.33,0.16,1,0,0
grljackie,3,2,0.14,0.13,0,0,0
kongtoubaofu,3,4,0,0.28,1,0,0.5
jiajiacongf,4,2,0,0,1,0,1
bombionthemic,5,1,0.5,0.03,1,0,0
emmagonz22,4,0,0,0,0,0,0
praveen-dhaneria,1,3,0,0.23,1,0,0
ealeyla,2,4,0,0.18,1,0,0
agathazohna,4,4,0,0.16,1,0,1
ccboxjole,4,4,0.1,0.29,0,0,0.71
chao619634,4,2,0.1,0,1,0,0.5
0xeasports,3,2,0,0.13,1,0,0
rdrxtpua,3,0,0,0,1,0,1
tymonkrst,4,0,0,0.07,1,0,1
sillysamspon,5,0,0,0.11,0,0,0
seven0225,3,0,0,0,0,0,0
penguin4238,4,4,0.43,0.34,0,0,0
loktrrwysa,5,0,0,0.08,1,0,1
ken75221,2,0,0,0.1,1,0,0
crazysixsky,4,2,0,0,1,0,1
web3tube,2,2,0,0.08,1,0,1
cryptobaby1996,4,3,0.43,0,1,0,0
wudorvw,3,0,0,0,1,0,0
pamellasa,1,4,0,0.18,1,0,0
chen868601,3,3,0.07,0.29,0,0,0.73
sarbukas07,4,2,0,0,1,0,0
onlyzzj,3,4,0.03,0.13,1,0,0.95
ghiogjklm520,6,3,0.23,0.16,1,0,0
flyfiona7368,6,3,0.06,0.16,1,0,1
niuniumei55,4,3,0,0.18,1,0,1
ngdotj,2,3,0.23,0.21,1,0,0
ethdeoffice,2,2,0,0.1,1,0,0
lqmietfli,4,0,0,0,1,0,0
callummchapman,6,2,0,0.15,1,0,0.5
vivo88,2,3,0,0,1,0,1
gsuazo87,3,2,0.08,0,0,0,0.75
yanglege,2,3,0,0.08,1,0,1
aguzeawt,4,0,0,0,1,0,0
wenyongqi2,1,4,0,0,1,0,0.5
web3deoffice,3,2,0,0.08,1,0,1
mehlzwio,3,0,0,0,1,0,1
zxxxxxchen,4,1,0,0.05,1,0,0
wenyongqi,1,4,0,0,0,0,0.43
rhoddd532,4,1,0.25,0.15,1,0,0
shuzhu11,2,2,0.3,0.16,1,0,0
villageast,3,3,0.25,0.1,0.04,0,0.64
fenfsu,2,3,0,0.05,1,0,0
oxtglhd,2,0,0,0,1,0,0
wangjunwang,2,3,0.09,0.23,0,0,0.54
0xtaobao,2,2,0,0.1,1,0,0.33
toiladanh2010,5,2,0.12,0.05,1,0,0
shihyuchang,2,2,0,0.1,0,0,0
liha168,2,2,0.1,0.11,1,0,1
dopecollector,2,2,0.29,0.11,1,0,0
teleiqing,2,1,0.1,0,0,0,1
cheng774191827,6,3,0,0,0,0,0.85
cyt1234567158,5,4,0.08,0,0,0,0.1
lyt521082,4,1,0.04,0,1,0,1
hmrnthd,3,0,0,0,1,0,0
vy536,2,2,0,0.05,1,0,0
lijuan8470,3,3,0,0,1,0,0
guoyuu22,3,1,0.08,0.08,1,0,1
pineappler,1,3,0.11,0.11,0,0,0.61
adulwit23,3,1,0.33,0,1,0,0
jessica1024,3,4,0.32,0,1,0,1
cc1993xx,3,2,0.2,0,1,0,1
matthewmonahan,4,4,0.67,0,0,0,0
cnduin,2,4,0.39,0.1,0,0,0.75
a16zlei,3,2,0.15,0.11,1,0,0.29
tiririnpo,3,0,0,0,1,0,0
ehan229,2,0,0,0.05,1,0,0.67
0xlittlefat,4,1,0.18,0.08,1,0,1
dadihuichun003,6,4,0,0,1,0,1
shanguanxiaojing,6,1,0.56,0.07,1,0,1
cdftvdoh,4,0,0,0,1,0,1
yanliu0609,4,4,0,0.1,1,0,1
0xsuzu,2,2,0.25,0.16,1,0,0
tingmok,2,3,0,0,1,0,1
xuehaiwuya008,5,4,0,0.2,1,0,1
ae2760,2,3,0.09,0.1,1,0,1
yuhengduoer,4,3,0,0.18,1,0,1
trwaollga,4,0,0,0.08,1,0,1
cocoalan9070,5,3,0.06,0.15,1,0,1
0xbamboo,2,4,0,0.1,1,0,1
zsl810,2,4,0,0,0,0,0.45
0xn0s,2,3,0,0,0,0,0
funde66,2,0,0,0,1,0,0
mettamom,3,1,0.5,0,1,0,0
sixbrand,3,4,0,0.1,1,0,1
hanikenja,3,1,0.28,0.1,1,0,0
wanlanlan789987,6,2,0.1,0,1,0,0
jackzhujun,4,3,0,0.18,1,0,0.33
569297526,4,3,0,0.08,1,0,0.8
matrwaostr,4,0,0,0.08,1,0,1
tranhuee395,3,1,0.14,0,1,0,0
pumpgasm,2,1,0.37,0.15,1,0,0
0xsailing,2,2,0,0.1,1,0,0.67
jerrymoon3689,5,4,0,0.15,0,0,0.07
rondanoel9372,6,2,0,0.16,1,0,0
tiltletiltle,5,2,0.15,0.21,0,0,0
alariwo,2,3,0.17,0.05,1,0,0.25
0xworld999,3,3,0,0.1,1,0,1
catgiit,2,4,0.21,0,1,0,0.7
pmlitongxue,4,2,0.38,0,0,0,0.9
zldongly,2,3,0,0.08,0,0,0
hun67,2,0,0,0,1,0,0
c-willson,3,4,0,0.06,1,0,0.2
b738899,2,2,0,0,1,0,1
ohmyfinger,4,2,0,0.11,0,0,0
shiya521,2,3,0.14,0,0,0,0.82
0xnftmarket,2,2,0,0.11,1,0,1
0xjasons,2,3,0.33,0.15,1,0,0
neosmithx,2,4,0,0,1,0,0.38
youbeifenghaole,5,4,0,0,1,0,1
judyytucker,4,2,0,0.16,1,0,1
zjxiaohaha,4,4,0,0.16,1,0,0.86
jasonhclin,3,0,0,0.1,1,0,0
orenobanana877,7,2,0.2,0,1,0,0
kuanhung21,3,0,0,0.13,0,0,0
wegh70,2,0,0,0,1,0,0
mitrowalsa,4,0,0,0.08,1,0,1
pkpkiijoo,4,2,0,0,1,0,1
qylucia41,2,2,0,0.13,0,0,0
robester,2,0,0.12,0.03,0,0,0.67
0xwendao,2,2,0,0.08,1,0,0.75
yampierfernandez,4,0,0,0,0,0,0
a844959797,4,4,0.14,0,1,0,0.33
meta6754,3,0,0,0,1,0,0
0xmoeza,2,1,0.31,0,1,0,0
131sxj,2,4,0.34,0.21,1,0,1
gutakotra,3,0,0,0.08,1,0,1
zxcvbnm299,3,2,0,0,1,0,0
dangerbw,2,1,0.12,0,1,0,0
yezhenghua,3,4,0,0,1,0,0
huoshan989,3,0,0.25,0.1,1,0,1
matterturbulent,6,2,0.33,0,1,1,0
cxl600201,3,3,0,0.1,1,0,0.91
cole-1201,3,0,0,0,1,0,1
pen3158,3,3,0.12,0,1,0,0.13
web3sailing,3,3,0,0.11,1,0,0.71
troklosk,3,0,0,0.08,1,0,1
xiaobieduzi,4,4,0,0,1,0,1
chengshuotong,4,1,0,0,0,0,0.67
reboa,2,4,0,0,1,0,0
xue8768,3,0,0,0,1,0,0
0x-lan,1,2,0.27,0.23,1,0,0.25
tingmei,2,3,0.16,0.13,1,0,0.75
edwardxiaowei,5,4,0.25,0.13,0,0,0.67
vnbvnfyudy,4,NA,0.17,0,1,0,1
chinabbb,3,4,0,0.2,1,0,0.67
spx123,2,2,0.56,0.28,0,0,0
enscadycat,5,NA,0.33,0.03,1,0,0
samui68400,4,2,0.1,0.08,1,0,0
6yeey6,1,4,0.22,0.13,1,0,1
ivyquinzel,5,4,0,0,1,0,0
mychengyan,4,NA,0,0.1,1,0,0.86
consome,1,3,0.18,0.1,1,0,0.8
nienienchen,4,0,0,0,1,0,0
chapter087,2,4,0,0.1,1,0,0.18
wolfcrypto2020,3,3,0.33,0.1,1,0,1
moourajoitr,5,1,0,0,1,0,0
molufadoswa,4,2,0,0,1,0,0
cuiubiu,3,2,0,0,1,0,1
moliraskoiresa,4,1,0,0,1,0,0
alexandrauyhso,4,2,0,0,1,0,0
thipief,2,2,0,0.21,1,0,0.33
adelhmdt,3,2,0.25,0.1,0,0,0
rockydkm,3,2,0,0,1,0,0
aaieaaaowa,4,1,0,0,1,0,0
yk1023-web,5,1,0,0,1,0,0
odbuliashear,5,2,0,0.21,1,0,0.5
koeaazasrwaz,6,2,0,0,1,0,0
sunli19800304,5,2,0,0.08,1,0,0.75
creatordaocc,4,3,0.25,0.16,1,0,1
arensusu,3,1,0,0.15,0,0,0
lvtahongpmj,5,2,0,0,1,0,1
crasqoins,3,4,0,0,1,0,1
mytychlrnesse,6,NA,0,0.08,1,0,1
marky257,3,3,0.43,0.21,0,0,0
jacusyang,2,4,0.13,0.26,1,0,0.75
mrboney666,4,1,0.2,0,1,0,0
ethan0531,2,4,0.11,0.26,0,0,0
dawasadawasa,4,3,0.12,0.23,1,0,0
jacky1826,2,4,0.33,0.08,1,0,1
maxjohn86,2,1,0.43,0,0,0,0.25
jackey168,2,4,0.4,0.08,1,0,0.33
sissi1122,3,4,0.2,0,1,0,1
besteric,2,1,0.2,0.1,0,0,1
stone0129,2,4,0.53,0.18,1,0,1
marry1314520,3,1,0.2,0,1,0,1
xrh0530,1,2,0,0.08,1,0,1
rakib4345,3,3,0.1,0.1,1,0,0.8
richest89,3,3,0,0.11,1,0,0
dreamer1688,3,4,0.33,0.1,1,0,0.71
christian-j174,4,0,0,0,1,0,0
mamingying,3,4,0.04,0.06,1,0,1
altcoinerkeyvan,6,4,0.06,0.11,1,0,1
soloer999,2,1,0.22,0.11,1,0,1
niezhengqunz,5,3,0,0,1,0,1
goonerholic10,5,3,0,0,0,0,0
dizzynomad,4,2,0.33,0,1,0,0
matsuta66,4,4,0.33,0.1,1,0,0
luohui2021,2,4,0.38,0.08,0,0,0.81
mozsaygili,3,2,0,0,0,0,0
shmazsheikh,3,2,0,0.08,1,0,0
sankalp98,2,0,0,0,0,0,1
lyskey1,3,1,0.25,0,1,0,0
maple1688,3,4,0.25,0.1,1,0,0.81
zhongjin168,1,3,0.19,0,1,0,0.14
cen7,1,2,0.33,0.23,0,0,0
jackey888,2,4,0.25,0.08,0,0,0.55
javerhj,3,3,0.14,0,1,0,0
kjikjioo888,5,NA,0,0,1,0,1
motafxjokelaum,7,NA,0,0.03,1,0,1
aniu1,1,3,0.2,0.08,0,0,0.6
salvatoreebellini,7,2,0,0.15,1,0,1
aydar1995,3,1,0.38,0,1,0,0
trewkat,3,4,0.14,0.08,0,0,0
dadaleo,2,4,0,0.11,1,0,0.8
zhp00001,3,4,0.14,0,1,0,0
101eren,3,4,0.05,0.13,1,0,0
longxrise,3,4,0,0,1,0,1
zhaiel,2,3,0,0,1,0,1
simonnguyen85,4,3,0.2,0.1,0,0,0
twskjib,3,3,0.17,0,1,0,0
ziichan,2,3,0.16,0.18,1,0,0
mannyradu,3,2,0.36,0.08,1,0,0
onlooker12138,5,4,0.25,0.34,1,0,0.41
rovilpatje,4,4,0.17,0,1,0,0
xgl600603,3,2,0,0.08,1,0,1
ssiiki,2,4,0.27,0.1,0,0,0
hungnhc,2,2,0,0,0,0,0
dearck1,2,0,0,0.18,1,0,0.23
mkdonaciones,4,0,0,0,1,0,0
marinioac,3,2,0,0,1,0,0
jakefonant,3,2,0.24,0.08,1,0,0.07
broira-eth,3,3,0.04,0,1,0,0
xmz7932,3,2,0,0.08,1,0,1
gideon9ite,3,1,0,0,0,0,0.8
hamsaadevsky,5,3,0.29,0,1,0,1
aoyigun,3,0,0,0,1,0,1
enslatino,3,3,0.59,0,1,1,0
ecowealth,2,0,0.41,0,1,0,0
wanglei0502,2,3,0.11,0.08,1,0,0.58
kyergus,2,1,0.14,0.1,1,0,0
reycotto1,3,0,0,0,0,0,0
wanyang746,3,2,0,0,1,0,1
sygnnn,1,NA,0.18,0.15,1,0,0
bluemoccc,4,0,0.18,0.25,1,0,0
huhuhouse,2,4,0.11,0,1,0,0.6
rudi020701,4,3,0.11,0,0,0,0.16
ccb57866,3,0,0,0,1,0,1
leilabel777,4,0,0,0.06,1,0,0
bgnormous,2,0,0,0.05,1,0,0
hjuhnjiu7777,5,NA,0,0,1,0,1
iguessitsdetz,4,3,0,0.1,0,0,0.17
liuhaoran291,3,0,0,0,1,0,1
matiasschristiansen,6,2,0,0.15,1,0,1
wolkanipek,4,3,0.08,0,1,0,0
spencerrichardhenry,8,3,0.53,0,0,0,0
noklek123,2,2,0,0,1,0,0
azhman00,3,4,0,0.1,1,0,0.67
ivproduced,3,2,0,0,1,0,0
decentralion78,2,2,0.5,0.13,0,0,0.4
johnny855175,4,2,0,0.11,1,0,0
tjgrass,2,0,0,0.05,1,0,0
richard64251,3,2,0,0.1,1,0,0
ckeene,1,3,0.27,0.07,0,0,0
pifund2020,3,2,0,0.03,1,0,0
alexdwagner,3,4,0.36,0.08,0,0,0.2
bluedreamz453,4,1,0.37,0.11,0,0,0.57
cryptoman1920,3,1,0.07,0.25,0,0,0
grossjohnny,4,4,0.23,0.21,1,0,1
watchdominion-org,8,2,0.3,0,1,0,0
bryan3303,3,2,0,0.08,1,0,0
baldwin32,2,2,0,0.1,1,0,0
tolerant-hu,3,3,0,0.08,0,0,0.43
vatrofi,2,0,0,0.11,0,0,0
thewanderer1983,5,3,0.38,0,0,0,0
taylansl,3,2,0,0.03,1,0,0
artist789,3,2,0,0.07,1,0,1
zaraz91,2,0,0,0.15,1,0,0
highplains66,5,4,0,0,0,0,0
ashrory,2,1,0.33,0,1,0,0
komsiq,2,2,0.25,0.23,1,0,0
jelly-swan,1,3,0,0,1,0,0
alhji,2,3,0.6,0,1,0,0.03
nicolajhedeager,6,4,0.33,0.13,0,0,0
